เรียกเก็บเงินถึง,"ReadyPlanet Co., Ltd."
หมายเลขใบแจ้งหนี้,3865399990
วันที่ในใบแจ้งหนี้,28 ก.พ. 2564
วันครบกำหนด,14 เม.ย. 2564
รหัสการเรียกเก็บเงิน,5350-7423-8195
สกุลเงิน,THB
จำนวนเงินในใบแจ้งหนี้,"21,188,543.15"

ผลิตภัณฑ์,Google Ads

รหัสบัญชี,บัญชี,งบประมาณบัญชี,ใบสั่งซื้อ,คำอธิบาย,ปริมาณ,หน่วย,จำนวน
596-946-5482,"xlltech.com, Adpro Value, 16 Sep 2019, 30,000M","ReadyPlanet Co., Ltd. - Mar 12, 2019",,Search-xlltech,1943,การคลิก,"30,359.94"
596-946-5482,"xlltech.com, Adpro Value, 16 Sep 2019, 30,000M","ReadyPlanet Co., Ltd. - Mar 12, 2019",,Shopping Ads-สาย Lan,415,การคลิก,"3,040.00"
596-946-5482,"xlltech.com, Adpro Value, 16 Sep 2019, 30,000M","ReadyPlanet Co., Ltd. - Mar 12, 2019",,R-Dynamic Campaign (09299696d9b7d84f59e23ff988ae1eb6),534,การคลิก,"3,009.87"
596-946-5482,"xlltech.com, Adpro Value, 16 Sep 2019, 30,000M","ReadyPlanet Co., Ltd. - Mar 12, 2019",,กิจกรรมที่ไม่ถูกต้อง,,,-27.48
351-394-5645,"yc-mw.com,2 May 2019,END 13 Feb 2020,27,300฿,GAV(17%)=4641 invoice","ReadyPlanet Co., Ltd. - Oct 2, 2017",,ตะแกรงเหล็ก,2088,การคลิก,"14,694.64"
351-394-5645,"yc-mw.com,2 May 2019,END 13 Feb 2020,27,300฿,GAV(17%)=4641 invoice","ReadyPlanet Co., Ltd. - Oct 2, 2017",,GDN,15124,การคลิก,"6,846.43"
351-394-5645,"yc-mw.com,2 May 2019,END 13 Feb 2020,27,300฿,GAV(17%)=4641 invoice","ReadyPlanet Co., Ltd. - Oct 2, 2017",,Re-Marketing,4258,การคลิก,"3,037.56"
351-394-5645,"yc-mw.com,2 May 2019,END 13 Feb 2020,27,300฿,GAV(17%)=4641 invoice","ReadyPlanet Co., Ltd. - Oct 2, 2017",,กิจกรรมที่ไม่ถูกต้อง,,,-71.95
147-299-1580,"yodyiam.co.th, Google Ads Value Rate 15%, 19 May 2020, Shasha","ReadyPlanet Co., Ltd. - Sep 19, 2017",,รับทำป้าย,1023,การคลิก,"17,566.02"
147-299-1580,"yodyiam.co.th, Google Ads Value Rate 15%, 19 May 2020, Shasha","ReadyPlanet Co., Ltd. - Sep 19, 2017",,เครดิตจากการแสดงผลเกินงบ,,,-33.77
169-220-9560,"yongkee.com , 2 ก.ย. 2563 - 1 ธ.ค. 2563 , (Stop)","ReadyPlanet Co., Ltd. - Sep 2, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-1.91
815-473-2429,yotsineeclinic.net,"ReadyPlanet Co., Ltd. - Feb 1, 2021",,Search-ผมร่วง,151,การคลิก,"3,452.99"
815-473-2429,yotsineeclinic.net,"ReadyPlanet Co., Ltd. - Feb 1, 2021",,Search-เส้นเลือดขอด,73,การคลิก,"1,504.61"
951-997-8894,"yuradapoonpan.com , Google Ad Value,20%MB-Feb(25500) , Start 23 Nov 2020","ReadyPlanet Co., Ltd. - Jan 11, 2018",,yuradapoonpan_search_website,1205,การคลิก,"24,573.85"
148-958-1984,"zailihuatplastic.com, Google Ads Package, 18 Sep 2017, 22 Sep 2020, 21 Nov 2021","ReadyPlanet Co., Ltd. - Sep 18, 2017",,ถุงพลาสติก,1807,การคลิก,"23,351.63"
148-958-1984,"zailihuatplastic.com, Google Ads Package, 18 Sep 2017, 22 Sep 2020, 21 Nov 2021","ReadyPlanet Co., Ltd. - Sep 18, 2017",,Remarketing,1557,การคลิก,"3,933.55"
148-958-1984,"zailihuatplastic.com, Google Ads Package, 18 Sep 2017, 22 Sep 2020, 21 Nov 2021","ReadyPlanet Co., Ltd. - Sep 18, 2017",,กิจกรรมที่ไม่ถูกต้อง,,,-14.79
539-046-8884,"zunic.co.th, Google Ads Value","ReadyPlanet Co., Ltd. - Mar 12, 2018",,Search_Zunic,2369,การคลิก,"13,724.14"
539-046-8884,"zunic.co.th, Google Ads Value","ReadyPlanet Co., Ltd. - Mar 12, 2018",,เครื่องมาร์คสาย,242,การคลิก,"2,257.04"
958-067-0037,กฤษฎารางน้ํา.com,"ReadyPlanet Co., Ltd. - Feb 11, 2021",,กฤษฎารางน้ำ,344,การคลิก,"6,586.61"
666-001-4031,คอนกรีตถูก.com,"ReadyPlanet Co., Ltd. - Aug 17, 2020",,Search-คอนกรีตถูก.com,628,การคลิก,"6,080.00"
666-001-4031,คอนกรีตถูก.com,"ReadyPlanet Co., Ltd. - Aug 17, 2020",,เน้นอันดับ คอนกรีตสำเร็จรูป,143,การคลิก,"3,039.93"
904-124-5346,จำนำรถโอเค.com,"ReadyPlanet Co., Ltd. - Aug 4, 2020",,รับจำนำรถยนต์ เริ่ม 4/8-4/11/20 833/วัน,106,การคลิก,"5,034.90"
904-124-5346,จำนำรถโอเค.com,"ReadyPlanet Co., Ltd. - Aug 4, 2020",,R-Dynamic Campaign (68bcde1e34d32798ce5a57cf2b97623e) S.24/8 50/วัน,900,การคลิก,706.59
904-124-5346,จำนำรถโอเค.com,"ReadyPlanet Co., Ltd. - Aug 4, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-10.75
777-920-8131,ชั้นวางของอุตสาหกรรม.com,"ReadyPlanet Co., Ltd. - May 2, 2017",,Search -  พาเลทลัง (ชั้นวางของอุตสาหกรรม),1026,การคลิก,"5,655.44"
777-920-8131,ชั้นวางของอุตสาหกรรม.com,"ReadyPlanet Co., Ltd. - May 2, 2017",,Search - ชั้นวางของอุตสาหกรรม (11 Jan 21),732,การคลิก,"4,345.34"
711-312-0995,"ซ่อมหลังคาดาดฟ้ารั่ว.com, 14 Sep 2017, Google Ads Value Rate 25%, 27 Aug 2019","ReadyPlanet Co., Ltd. - Sep 14, 2017",,ซ่อมหลังคา-ดาดฟ้ารั่ว,736,การคลิก,"9,999.47"
690-069-4876,"ติดตั้งผนังกั้นห้องน้ํา.com, AdPro Value , 20%MB15000 , Start 2019-03-22","ReadyPlanet Co., Ltd. - Mar 21, 2019",,1.ติดตั้งผนังกั้นห้องน้ํา_search,469,การคลิก,"14,455.40"
805-118-0245,"ตู้สาขาพีบีเอ็กซ์.com,คุณเม","ReadyPlanet Co., Ltd. - Jun 29, 2017",,01 Search_ตู้สาขาโทรศัพท์,540,การคลิก,"9,071.14"
805-118-0245,"ตู้สาขาพีบีเอ็กซ์.com,คุณเม","ReadyPlanet Co., Ltd. - Jun 29, 2017",,02 Search_ตู้สาขา Panasonic,124,การคลิก,"2,390.75"
805-118-0245,"ตู้สาขาพีบีเอ็กซ์.com,คุณเม","ReadyPlanet Co., Ltd. - Jun 29, 2017",,02-Display - RMKT,3936,การคลิก,"1,498.00"
805-118-0245,"ตู้สาขาพีบีเอ็กซ์.com,คุณเม","ReadyPlanet Co., Ltd. - Jun 29, 2017",,เครดิตจากการแสดงผลเกินงบ,,,-1.75
805-118-0245,"ตู้สาขาพีบีเอ็กซ์.com,คุณเม","ReadyPlanet Co., Ltd. - Jun 29, 2017",,กิจกรรมที่ไม่ถูกต้อง,,,-1.77
679-356-0518,"ถิ่นฐานทำฆ้อง.com, Google Ads Value, [A28]","ReadyPlanet Co., Ltd.",,Search_ระฆัง กระดิ่ง,403,การคลิก,"4,558.24"
679-356-0518,"ถิ่นฐานทำฆ้อง.com, Google Ads Value, [A28]","ReadyPlanet Co., Ltd.",,Search_กลองเพล,192,การคลิก,"3,153.23"
679-356-0518,"ถิ่นฐานทำฆ้อง.com, Google Ads Value, [A28]","ReadyPlanet Co., Ltd.",,Search_ฆ้อง,218,การคลิก,"3,109.98"
679-356-0518,"ถิ่นฐานทำฆ้อง.com, Google Ads Value, [A28]","ReadyPlanet Co., Ltd.",,Display,8152,การคลิก,"2,968.58"
679-356-0518,"ถิ่นฐานทำฆ้อง.com, Google Ads Value, [A28]","ReadyPlanet Co., Ltd.",,กิจกรรมที่ไม่ถูกต้อง,,,-1.05
949-479-7743,"ท่อดักท์สไปร่อน.com,Tavin",949-479-7743,,ท่อดักท์สไปร่อน.com maximize clicks,727,การคลิก,"6,439.58"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Search_ท่อยางกันทรุด,2126,การคลิก,"39,301.34"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Keywords _ คำกว้าง_Mob,684,การคลิก,"6,079.67"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Keywords _ คำกว้าง,421,การคลิก,"6,051.37"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Keywords _ สายซิลิโคน,483,การคลิก,"5,876.56"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,RLSA,280,การคลิก,"5,175.55"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Search_waterstop,209,การคลิก,"3,417.64"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Display,11386,การคลิก,"3,039.99"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,R-Dynamic Campaign (c769f302ac96899156437866a6668bf3),7880,การคลิก,"3,001.00"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,Search_waterstop_Mobile,137,การคลิก,"1,853.53"
463-354-1830,"ท่อยางกันทรุด.com, Google Ads Value, [Classic]","ReadyPlanet Co., Ltd.",,กิจกรรมที่ไม่ถูกต้อง,,,-24.96
359-184-4786,นั่งร้านเหล็ก.com,"ReadyPlanet Co., Ltd. - 20 ส.ค. 2020",,Search กลุ่มงานเเบบต่างๆ 250/วัน S.20/8-19/3/64,243,การคลิก,"7,600.00"
359-184-4786,นั่งร้านเหล็ก.com,"ReadyPlanet Co., Ltd. - 20 ส.ค. 2020",,Search นั่งร้านเหล็ก 250/วัน S.20/8-19/3/64,483,การคลิก,"7,519.59"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,Search - ผ้าม่าน (Max clicks),398,การคลิก,"14,246.35"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,Search-ม่าน (Max clicks),581,การคลิก,"9,439.63"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,Search - ม่านม้วน,98,การคลิก,"7,479.07"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,Search - ผ้าม่าน,273,การคลิก,"7,046.16"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,Search-ม่าน,259,การคลิก,"6,148.80"
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,R-Dynamic Campaign (75d7cde67348f0e1c8428e8769f7a2fa),138,การคลิก,428.81
962-489-2070,ผ้าม่าน-ม่านม้วน.com,962-489-2070,,กิจกรรมที่ไม่ถูกต้อง,,,-16.41
326-626-5647,"พลภัทรแอร์.readyplanet.site, Google Ads 3 Months, 5 June 2020, 4 Sep 2020","ReadyPlanet Co., Ltd. - Jun 5, 2020",,พลภัทรแอร์,982,การคลิก,"15,199.87"
351-518-0748,"พัดลมฟาร์ม.net,,Tavin",351-518-0748,,พัดลมฟาร์ม.net,1014,การคลิก,"19,834.71"
241-691-3207,"มุ้งลวดม้วนเก็บ KK-Net ขอนแก่น, AdPro Value,","ReadyPlanet Co., Ltd. - Jun 29, 2017",,Search,1293,การคลิก,"4,774.13"
965-160-9308,"ม่านม้วน.com, 15 Jun 2015, 14 Oct 2018, 15 Dec 2019, Invoice, GAV 15000 17%2550","ReadyPlanet Co., Ltd.",,ม่าน,588,การคลิก,"11,999.55"
956-801-7077,รับซื้อเพชรทอง.com,956-801-7077,,เพชรทอง_PM New_700,369,การคลิก,"10,841.12"
956-801-7077,รับซื้อเพชรทอง.com,956-801-7077,,เพชรทอง AM_New_500,79,การคลิก,"3,753.96"
956-801-7077,รับซื้อเพชรทอง.com,956-801-7077,,R-Dynamic Campaign (c2097ea81a7a421c37c24c293c4c1e03),71,การคลิก,357.89
815-675-2059,รับซื้อแหวนเพชร.com,815-675-2059,,รับซื้อเพชรPM500,201,การคลิก,"7,257.71"
815-675-2059,รับซื้อแหวนเพชร.com,815-675-2059,,รับซื้อเพชร_AM 500฿,103,การคลิก,"4,697.58"
815-675-2059,รับซื้อแหวนเพชร.com,815-675-2059,,R-Dynamic Campaign (d1c5d9b751f0986c173920368c92b9e9),45,การคลิก,897.76
958-902-3546,"รับผลิตเสื้อ.com,  6 Oct 2020 - 5 Dec 2021 (12M Free2))","ReadyPlanet Co., Ltd. - Oct 25, 2017",,เสื้อยูนิฟอร์ม,748,การคลิก,"13,007.87"
958-902-3546,"รับผลิตเสื้อ.com,  6 Oct 2020 - 5 Dec 2021 (12M Free2))","ReadyPlanet Co., Ltd. - Oct 25, 2017",,R-Dynamic Campaign (6b96c68f5e5b08bba78fdd786c466a12),144,การคลิก,525.04
958-902-3546,"รับผลิตเสื้อ.com,  6 Oct 2020 - 5 Dec 2021 (12M Free2))","ReadyPlanet Co., Ltd. - Oct 25, 2017",,เครดิตจากการแสดงผลเกินงบ,,,-7.32
575-267-4948,ร้านกาแฟแม่ริม-Dmanita-cafe/FB,"ReadyPlanet Co., Ltd. - Mar 3, 2020",,ร้านกาแฟ แม่ริม_เหนือ,443,การคลิก,"1,885.38"
575-267-4948,ร้านกาแฟแม่ริม-Dmanita-cafe/FB,"ReadyPlanet Co., Ltd. - Mar 3, 2020",,ร้านกาแฟ แม่ริม_BKK,119,การคลิก,"1,121.60"
575-267-4948,ร้านกาแฟแม่ริม-Dmanita-cafe/FB,"ReadyPlanet Co., Ltd. - Mar 3, 2020",,เครดิตจากการแสดงผลเกินงบ,,,-5.50
908-156-3515,"ร้านขายแอร์ราคาถูกที่สุด.com,Invoice, 24 Jan 2017, 21 Jan 2020,Old Package","ReadyPlanet Co., Ltd. - May 25, 2016",,R-แอร์บ้าน,6348,การคลิก,"30,080.39"
701-167-9832,"ศราวุฒิ-เซอร์วิส.com,GPro 3M ,[A28], Expire","ReadyPlanet Co., Ltd.",,รับถมที่,158,การคลิก,"6,540.14"
701-167-9832,"ศราวุฒิ-เซอร์วิส.com,GPro 3M ,[A28], Expire","ReadyPlanet Co., Ltd.",,เช่ารถแบคโฮ,155,การคลิก,"6,263.40"
701-167-9832,"ศราวุฒิ-เซอร์วิส.com,GPro 3M ,[A28], Expire","ReadyPlanet Co., Ltd.",,กิจกรรมที่ไม่ถูกต้อง,,,-0.27
730-117-8190,เครื่องกำเนิดไฟฟ้าคัมมิ่นส์.com,"ReadyPlanet Co., Ltd. - Apr 1, 2020",,Search -เครื่องกำเนิดไฟฟ้าคัมมิ่นส์.com,449,การคลิก,"4,568.61"
696-742-9099,เที่ยวไทยได้ลุ้น.com,"ReadyPlanet Co., Ltd. - Oct 7, 2020",,Non Skip 15 Sec,392,การแสดงผล,23.07
696-742-9099,เที่ยวไทยได้ลุ้น.com,"ReadyPlanet Co., Ltd. - Oct 7, 2020",,In-stream,8,การคลิก,1.83
696-742-9099,เที่ยวไทยได้ลุ้น.com,"ReadyPlanet Co., Ltd. - Oct 7, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-12.43
696-742-9099,เที่ยวไทยได้ลุ้น.com,"ReadyPlanet Co., Ltd. - Oct 7, 2020",,เครดิตจากการแสดงผลเกินงบ,,,-12.47
626-272-3032,เฟรนโอเอเซ็นเตอร์.ธุรกิจ.ไทย,626-272-3032,,Search - เฟรนส์โอเอเซ็นเตอร์ /15 Nov 2019,576,การคลิก,"8,925.66"
743-822-9385,แจ้งวัฒนะคอนกรีต.com,743-822-9385,,แจ้งวัฒนะคอนกรีต.com,4275,การคลิก,"17,090.19"
939-268-2829,"แพร่รุ่งเรืองเฟอร์นิเจอร์ไม้สัก.com, เรท 20% ค่าคลิก 18,000","ReadyPlanet Co., Ltd. - Sep 9, 2019",,01-Search_ประตูไม้สัก,723,การคลิก,"9,117.34"
939-268-2829,"แพร่รุ่งเรืองเฟอร์นิเจอร์ไม้สัก.com, เรท 20% ค่าคลิก 18,000","ReadyPlanet Co., Ltd. - Sep 9, 2019",,01-Search_สินค้าอื่น,1298,การคลิก,"6,397.72"
939-268-2829,"แพร่รุ่งเรืองเฟอร์นิเจอร์ไม้สัก.com, เรท 20% ค่าคลิก 18,000","ReadyPlanet Co., Ltd. - Sep 9, 2019",,เครดิตจากการแสดงผลเกินงบ,,,-5.39
939-268-2829,"แพร่รุ่งเรืองเฟอร์นิเจอร์ไม้สัก.com, เรท 20% ค่าคลิก 18,000","ReadyPlanet Co., Ltd. - Sep 9, 2019",,กิจกรรมที่ไม่ถูกต้อง,,,-8.23
814-391-7881,โต๊ะโรงอาหารเกษมชัย.com,814-391-7881,,Search-โต๊ะประชุม / 200THB,427,การคลิก,"4,364.12"
814-391-7881,โต๊ะโรงอาหารเกษมชัย.com,814-391-7881,,Search - พาติชั่น,157,การคลิก,"4,216.06"
814-391-7881,โต๊ะโรงอาหารเกษมชัย.com,814-391-7881,,search-โต๊ะโรงอาหาร / 100THB,125,การคลิก,"2,292.49"
814-391-7881,โต๊ะโรงอาหารเกษมชัย.com,814-391-7881,,Search - กระดานไวท์บอร์ด / 100THB,422,การคลิก,"2,166.47"
814-391-7881,โต๊ะโรงอาหารเกษมชัย.com,814-391-7881,,R-Dynamic Campaign (fa1bc6bf9a5e52c3d5a3973544ac4837),12,การคลิก,44.88
724-308-1031,"โรงงานผลิตเคาน์เตอร์.com, Google Ads Value , Start 2019-10-28","ReadyPlanet Co., Ltd. - Aug 22, 2018",,ซุ้มกาแฟ (เน้นอันดับ),1857,การคลิก,"7,599.95"
724-308-1031,"โรงงานผลิตเคาน์เตอร์.com, Google Ads Value , Start 2019-10-28","ReadyPlanet Co., Ltd. - Aug 22, 2018",,โรงงานผลิตเคาน์เตอร์,1754,การคลิก,"5,836.59"
514-467-0791,โรงเรียนปาณินวดแผนไทย.com,"ReadyPlanet Co., Ltd. - Feb 17, 2021",,Search - โรงเรียนปาณินวดแผนไทย,932,การคลิก,"5,884.06"
514-467-0791,โรงเรียนปาณินวดแผนไทย.com,"ReadyPlanet Co., Ltd. - Feb 17, 2021",,GDN,1043,การคลิก,"1,137.57"
954-615-1039,โอมคเณศนาคินทร์.com,"ReadyPlanet Co., Ltd. - Nov 26, 2020",,Custom intent,35,การคลิก,48.56
954-615-1039,โอมคเณศนาคินทร์.com,"ReadyPlanet Co., Ltd. - Nov 26, 2020",,เครดิตจากการแสดงผลเกินงบ,,,-10.05
954-615-1039,โอมคเณศนาคินทร์.com,"ReadyPlanet Co., Ltd. - Nov 26, 2020",,กิจกรรมที่ไม่ถูกต้อง,,,-34.54
